Date,Text,Label
2023-01-28,omg is this flu? 🔥 💯 brunch bruh just bruh just chilling maybe just,non-flu
2023-11-04,lol so bruh text coffee time 💯 sleep deprived nothing party 💯,non-flu
2023-08-07,headache omg fatigue headache idk so allergies maybe? headache,flu
2023-08-29,bruh whatever overthinking runny nose maybe cough chills meh maybe,flu
2023-11-14,lol bruh random lol netflix binge maybe vacation birthday coffee time,non-flu
2023-05-06,nothing coffee time netflix binge just chilling lol tired omg brunch,non-flu
2023-11-25,vacation party idk anymore whatever nothing sleep deprived,non-flu
2023-07-14,bruh tired af sore throat bruh congestn just exhausted maybe,flu
2023-01-20,overthinking idk meh headache bruh seriously lol sore throat lol,flu
2023-08-14,bruh nothing maybe sneeezing body ache omg nausea sore throat,flu
2023-04-01,whatever idk nothing is this flu? mood swings mood swings,non-flu
2023-12-09,text idk sickkk omg idk sore throat nothing just,flu
2023-06-14,lol nothing maybe 💯 sleep deprived 🔥 whatever whatever bruh,non-flu
2023-12-17,maybe just omg just omg fever cough,flu
2023-09-24,random seriously so fatigue sore throat meh maybe bruh text,flu
2023-02-20,workout maybe just maybe meeting random idk anymore just chilling so party,non-flu
2023-01-08,idk whatever workout seriously lol tired so maybe idk anymore random sleep deprived 🔥,non-flu
2023-05-28,seriously meeting omg stressed but not sick lol stressed but not sick whatever workout text sleep deprived seriously,non-flu
2023-12-05,brunch meeting lol brunch is this flu? seriously vacation,non-flu
2023-09-14,just chilling just random is this flu? nothing study grind bruh is this flu? grind mode omg omg,non-flu
2023-11-01,overthinking omg overthinking so nothing meh random chills lol,flu
2023-11-16,not sure if it's flu lol whatever fatigue bruh maybe cough,flu
2023-04-12,birthday idk 🔥 sleep deprived omg meeting,non-flu
2023-05-22,bruh nothing whatever 🔥 bruh nothing idk birthday,non-flu
2023-10-06,random nothing nothing grind mode is this flu? idk,non-flu
2023-12-23,cough seriously lol just exhausted sneeezing seriously whatever body ache,flu
2023-02-08,random bruh not sure if it's flu seriously chills headache headache tired af,flu
2023-08-18,not sure if it's flu bruh chills body ache meh idk 😷 seriously,flu
2023-09-28,omg netflix binge omg meeting bruh 💯 bruh maybe just chilling is this flu? whatever,non-flu
2023-08-02,lol so just nothing whatever sneeezing tired af so,flu
2023-11-22,seriously idk anymore whatever seriously bruh bruh text 💯,non-flu
2023-12-24,lol omg 💯 stressed but not sick party,non-flu
2023-02-15,lol lol sickkk chills overthinking congestn,flu
2023-12-02,whatever is this flu? meeting lol tired whatever bruh,non-flu
2023-12-29,text just exhausted 😷 just 😷 chills,flu
2023-10-14,maybe nothing body ache random whatever headache text,flu
2023-06-10,so nothing congestn congestn nothing,flu
2023-09-18,omg text chills text body ache idk chills random headache,flu
2023-12-20,fatigue allergies maybe? sneeezing seriously nausea text random ugh feeling bad,flu
2023-02-19,sneeezing congestn omg fever text seriously allergies maybe?,flu
2023-01-17,maybe idk vacation nothing idk anymore netflix binge study grind,non-flu
2023-12-29,seriously study grind travel omg idk anymore stressed but not sick nothing so bruh maybe,non-flu
2023-04-01,seriously vacation lol vacation,non-flu
2023-03-20,stressed but not sick workout just chilling nothing travel random birthday nothing,non-flu
2023-01-23,random idk anymore netflix binge lol tired 💯 seriously so is this flu? whatever,non-flu
2023-11-04,meeting so random 💯 vacation lol tired maybe study grind,non-flu
2023-04-01,idk 💯 just brunch bruh text omg,non-flu
2023-10-12,omg lol tired so mood swings,non-flu
2023-10-05,not sure if it's flu chills headache random seriously,flu
2023-04-01,so so not sure if it's flu congestn,flu
2023-04-23,birthday grind mode bruh nothing whatever idk nothing coffee time just,non-flu
2023-10-11,fatigue meh so maybe just exhausted nothing,flu
2023-05-04,😷 sneeezing omg just text lol,flu
2023-11-15,netflix binge sleep deprived lol tired random idk text lol tired,non-flu
2023-11-06,nothing so grind mode nothing maybe sleep deprived birthday nothing bruh,non-flu
2023-04-29,idk anymore just omg bruh whatever workout just 💯,non-flu
2023-11-13,whatever random nausea cough runny nose random,flu
2023-05-26,just exhausted fatigue lol bruh random sneeezing text,flu
2023-08-31,whatever maybe lol tired af fatigue fever,flu
2023-10-09,idk maybe party grind mode brunch,non-flu
2023-10-17,headache idk text just exhausted fatigue idk tired af,flu
2023-04-07,💯 vacation so omg idk text idk random,non-flu
2023-10-21,just exhausted bruh whatever lol sore throat,flu
2023-06-10,just brunch whatever maybe lol tired,non-flu
2023-01-06,idk idk idk maybe seriously birthday is this flu? text vacation party meeting,non-flu
2023-12-14,whatever text text meeting birthday brunch mood swings random,non-flu
2023-11-05,so random idk anymore mood swings seriously study grind 🔥 birthday just,non-flu
2023-04-23,idk idk stressed but not sick bruh stressed but not sick so,non-flu
2023-08-15,just lol netflix binge omg just 💯 stressed but not sick lol,non-flu
2023-10-04,idk fever omg fever chills tired af congestn random,flu
2023-10-26,meeting whatever bruh idk lol 💯 🔥 idk anymore,non-flu
2023-10-14,just exhausted idk random maybe sickkk random bruh congestn maybe tired af congestn,flu
2023-08-10,random overthinking fatigue overthinking body ache text so 😷,flu
2023-08-22,workout workout omg text 💯 omg maybe text lol tired party,non-flu
2023-12-16,text so lol tired just chilling just just chilling text meeting text,non-flu
2023-04-24,seriously maybe lol idk chills allergies maybe?,flu
2023-12-20,lol lol idk so just overthinking body ache random,flu
2023-07-16,just exhausted random cough idk bruh 😷,flu
2023-10-19,so idk anymore nothing just idk idk travel,non-flu
2023-06-09,congestn cough text fatigue ugh feeling bad whatever,flu
2023-10-12,maybe sore throat bruh runny nose nothing fever runny nose just exhausted,flu
2023-07-24,seriously text lol tired coffee time just random,non-flu
2023-11-25,idk cough bruh idk nausea whatever omg nausea maybe just exhausted ugh feeling bad,flu
2023-02-19,congestn fever nothing maybe overthinking whatever just sickkk congestn,flu
2023-08-28,meh lol congestn sore throat idk lol sickkk,flu
2023-01-16,lol idk omg netflix binge bruh omg workout,non-flu
2023-08-16,maybe sore throat 😷 seriously just body ache omg random,flu
2023-09-29,just nothing headache nothing sneeezing,flu
2023-06-15,allergies maybe? random 😷 not sure if it's flu just exhausted just idk sore throat random idk idk,flu
2023-04-23,bruh meeting idk anymore party lol tired seriously seriously so,non-flu
2023-01-24,runny nose omg allergies maybe? overthinking random,flu
2023-10-31,birthday just grind mode lol tired grind mode text nothing whatever,non-flu
2023-01-17,random idk 💯 idk maybe coffee time lol tired,non-flu
2023-04-19,🔥 random vacation whatever just chilling party,non-flu
2023-01-14,random omg stressed but not sick sleep deprived is this flu? is this flu? netflix binge so,non-flu
2023-09-16,idk sleep deprived random study grind omg maybe so omg,non-flu
2023-05-13,seriously birthday is this flu? whatever brunch 💯,non-flu
2023-11-16,coffee time just vacation mood swings omg 🔥,non-flu
2023-10-09,study grind just 🔥 nothing meeting just maybe whatever,non-flu
2023-07-14,seriously omg so 💯 seriously just chilling nothing lol tired,non-flu
2023-09-04,text idk random bruh random 🔥 nothing grind mode just chilling,non-flu
2023-06-05,allergies maybe? idk bruh headache seriously,flu
2023-01-02,vacation text nothing whatever lol tired text idk,non-flu
2023-03-28,lol lol idk brunch study grind bruh just,non-flu
2023-02-05,bruh omg brunch 💯 🔥,non-flu
2023-03-23,is this flu? vacation whatever lol random whatever birthday text 💯,non-flu
2023-03-26,maybe tired af congestn just nausea lol fatigue whatever,flu
2023-06-29,grind mode sleep deprived stressed but not sick 🔥 omg seriously whatever,non-flu
2023-07-17,idk cough just exhausted just omg bruh seriously,flu
2023-11-02,omg text whatever so bruh maybe body ache cough overthinking,flu
2023-11-16,netflix binge random grind mode maybe,non-flu
2023-01-22,text so runny nose not sure if it's flu,flu
2023-07-06,nausea fever random just not sure if it's flu,flu
2023-05-08,fever sickkk seriously nothing omg seriously idk bruh allergies maybe?,flu
2023-08-21,not sure if it's flu maybe text ugh feeling bad nothing seriously,flu
2023-11-08,so sleep deprived workout lol idk sleep deprived bruh nothing idk 💯,non-flu
2023-09-01,omg mood swings mood swings bruh is this flu? lol,non-flu
2023-10-24,lol workout 🔥 grind mode so omg idk whatever whatever,non-flu
2023-05-07,whatever sore throat bruh ugh feeling bad fever omg just omg chills chills omg,flu
2023-11-10,lol meeting lol tired whatever 💯 lol lol,non-flu
2023-05-28,party idk omg netflix binge mood swings stressed but not sick text seriously seriously idk anymore,non-flu
2023-08-18,grind mode nothing brunch so brunch bruh maybe bruh lol tired,non-flu
2023-11-01,random sneeezing random random maybe random sneeezing chills just exhausted,flu
2023-04-09,maybe runny nose maybe random omg sickkk cough omg,flu
2023-01-24,seriously omg omg coffee time bruh workout lol vacation sleep deprived study grind so,non-flu
2023-05-13,birthday sleep deprived omg just grind mode 🔥 mood swings,non-flu
2023-08-22,idk just chilling maybe mood swings just chilling idk nothing so,non-flu
2023-07-20,seriously lol so cough allergies maybe? tired af,flu
2023-12-13,overthinking seriously maybe runny nose omg maybe nothing,flu
2023-05-22,chills omg omg meh headache,flu
2023-08-27,runny nose ugh feeling bad whatever nausea runny nose bruh,flu
2023-12-16,random 💯 lol meeting seriously whatever just,non-flu
2023-09-23,tired af overthinking seriously body ache idk sneeezing bruh,flu
2023-11-13,nothing seriously sneeezing text ugh feeling bad nothing,flu
2023-05-03,lol tired coffee time party lol bruh,non-flu
2023-03-05,nothing omg runny nose runny nose nothing maybe whatever,flu
2023-07-12,nausea headache tired af cough omg text bruh random,flu
2023-10-31,sickkk headache ugh feeling bad text lol,flu
2023-02-06,💯 mood swings nothing whatever seriously study grind meeting maybe mood swings,non-flu
2023-04-03,bruh runny nose whatever idk fever,flu
2023-12-24,tired af just nothing seriously seriously just exhausted seriously chills sickkk just exhausted,flu
2023-05-31,whatever omg fever cough tired af just omg,flu
2023-08-25,text sneeezing omg nothing whatever sneeezing meh ugh feeling bad,flu
2023-01-14,body ache runny nose random fatigue congestn seriously seriously,flu
2023-09-27,seriously workout brunch omg study grind vacation bruh just,non-flu
2023-01-14,stressed but not sick whatever lol tired birthday bruh mood swings,non-flu
2023-12-09,💯 just nothing idk anymore netflix binge whatever random whatever,non-flu
2023-12-24,bruh tired af congestn text,flu
2023-03-25,congestn nothing just exhausted maybe chills bruh,flu
2023-09-14,whatever maybe coffee time text just chilling so maybe,non-flu
2023-08-11,omg idk anymore just maybe lol tired omg nothing bruh,non-flu
2023-04-15,headache congestn whatever omg sore throat sore throat,flu
2023-09-18,headache text idk meh idk 😷 nausea cough seriously,flu
2023-07-05,just chilling bruh study grind maybe idk coffee time grind mode seriously,non-flu
2023-07-05,idk so just whatever nausea ugh feeling bad maybe cough,flu
2023-05-27,vacation lol tired nothing omg just chilling netflix binge travel,non-flu
2023-09-29,bruh party 💯 lol coffee time text travel idk lol tired lol,non-flu
2023-12-02,idk seriously body ache fever whatever sickkk idk cough,flu
2023-12-03,party vacation idk whatever whatever,non-flu
2023-04-17,headache maybe just meh maybe sickkk random tired af idk idk nausea,flu
2023-02-28,bruh fatigue maybe whatever lol headache headache,flu
2023-10-17,sore throat lol just exhausted chills just just exhausted seriously whatever omg,flu
2023-02-04,vacation just nothing brunch text idk anymore brunch lol sleep deprived random,non-flu
2023-12-19,just lol tired stressed but not sick lol seriously omg so so workout idk anymore,non-flu
2023-10-03,allergies maybe? sore throat maybe random,flu
2023-06-03,random bruh so omg just 💯 lol tired so birthday netflix binge,non-flu
2023-11-08,brunch just lol 💯 birthday sleep deprived stressed but not sick idk seriously text,non-flu
2023-07-02,netflix binge is this flu? seriously so idk anymore whatever meeting whatever,non-flu
2023-05-26,omg nothing cough omg headache just,flu
2023-05-05,congestn meh meh runny nose 😷 lol so,flu
2023-09-09,just allergies maybe? maybe whatever sore throat headache bruh so bruh,flu
2023-12-30,text brunch study grind party random text,non-flu
2023-08-03,lol fatigue runny nose 😷 random sickkk text,flu
2023-08-08,seriously party random idk anymore omg mood swings,non-flu
2023-07-23,maybe bruh nothing text sneeezing just exhausted,flu
2023-11-27,whatever not sure if it's flu idk fever maybe not sure if it's flu maybe,flu
2023-02-13,body ache so maybe not sure if it's flu just text seriously ugh feeling bad idk congestn sore throat,flu
2023-11-02,travel seriously travel grind mode omg 🔥 party maybe,non-flu
2023-05-20,allergies maybe? idk bruh idk fatigue so whatever,flu
2023-08-14,workout mood swings bruh bruh sleep deprived vacation 🔥,non-flu
2023-05-02,netflix binge just coffee time maybe whatever workout study grind sleep deprived,non-flu
2023-06-27,text maybe travel sleep deprived sleep deprived just just chilling omg just text,non-flu
2023-11-22,random mood swings whatever bruh seriously is this flu? random text,non-flu
2023-10-09,headache sickkk bruh runny nose seriously nausea just headache,flu
2023-03-31,so study grind study grind omg,non-flu
2023-10-08,maybe lol congestn fatigue random maybe random 😷,flu
2023-09-19,seriously travel just chilling just just,non-flu
2023-05-22,netflix binge meeting so just random bruh 🔥 meeting lol mood swings bruh,non-flu
2023-04-24,headache whatever tired af congestn so 😷,flu
2023-11-20,sore throat idk bruh whatever nausea fever sickkk not sure if it's flu idk,flu
2023-12-26,😷 ugh feeling bad maybe just sickkk nausea fatigue,flu
2023-04-29,fatigue seriously text sickkk nothing maybe ugh feeling bad just exhausted text text,flu
2023-08-31,maybe mood swings seriously text nothing sleep deprived whatever idk,non-flu
2023-11-21,brunch just just chilling bruh meeting omg,non-flu
2023-06-02,seriously idk lol random maybe ugh feeling bad not sure if it's flu runny nose random 😷,flu
2023-09-03,meeting coffee time lol tired grind mode bruh omg,non-flu
2023-07-04,maybe text party workout omg idk anymore vacation lol tired so,non-flu
2023-06-17,bruh nausea whatever fever maybe cough nausea not sure if it's flu bruh,flu
2023-06-23,coffee time stressed but not sick omg grind mode maybe sleep deprived bruh lol,non-flu
2023-10-28,bruh just party omg idk anymore whatever sleep deprived birthday just so,non-flu
2023-12-24,lol party just chilling just omg,non-flu
2023-02-05,meh idk cough bruh ugh feeling bad omg allergies maybe? omg maybe whatever,flu
2023-10-05,idk overthinking meh nothing maybe allergies maybe? idk omg,flu
2023-11-24,body ache 😷 tired af just just allergies maybe? seriously whatever runny nose,flu
2023-12-26,study grind so maybe travel mood swings maybe omg nothing travel random,non-flu
2023-12-24,coffee time text whatever birthday coffee time netflix binge mood swings random,non-flu
2023-08-03,allergies maybe? bruh body ache so,flu
2023-06-29,lol omg text overthinking text maybe cough whatever cough,flu
2023-05-07,allergies maybe? sneeezing nothing random body ache overthinking text sickkk omg bruh omg,flu
2023-12-27,whatever idk anymore whatever seriously 💯 brunch,non-flu
2023-06-04,seriously whatever omg chills random omg maybe allergies maybe? chills,flu
2023-05-18,random omg brunch lol tired birthday party stressed but not sick whatever whatever lol,non-flu
2023-03-20,body ache idk chills tired af sneeezing runny nose lol,flu
2023-06-21,whatever so maybe netflix binge text text just chilling 💯 lol,non-flu
2023-09-13,ugh feeling bad fever ugh feeling bad body ache text lol runny nose,flu
2023-10-07,whatever just omg idk 😷 tired af bruh fever headache,flu
2023-10-27,meeting maybe nothing vacation vacation meeting nothing netflix binge seriously,non-flu
2023-03-03,nothing random 💯 meeting mood swings travel bruh random whatever text sleep deprived,non-flu
2023-05-16,maybe text idk idk seriously omg ugh feeling bad not sure if it's flu,flu
2023-03-18,birthday birthday idk sleep deprived random grind mode mood swings,non-flu
2023-12-24,workout brunch text seriously sleep deprived,non-flu
2023-09-12,headache bruh nothing lol body ache whatever lol lol,flu
2023-06-09,brunch meeting just bruh maybe coffee time brunch idk nothing idk coffee time,non-flu
2023-02-01,text whatever vacation study grind party birthday meeting,non-flu
2023-11-25,so omg stressed but not sick 💯 travel,non-flu
2023-12-02,idk chills maybe whatever bruh sneeezing fever allergies maybe? chills,flu
2023-04-09,idk sore throat fever lol,flu
2023-02-20,bruh nausea fever just allergies maybe? random seriously not sure if it's flu maybe sickkk text,flu
2023-05-06,omg omg whatever allergies maybe? overthinking seriously omg congestn,flu
2023-02-27,bruh not sure if it's flu maybe sore throat bruh sneeezing nothing nothing not sure if it's flu,flu
2023-02-28,maybe brunch 💯 random random lol 🔥 maybe netflix binge maybe,non-flu
2023-08-03,runny nose tired af ugh feeling bad so idk,flu
2023-10-03,headache just ugh feeling bad whatever seriously so 😷 😷 sickkk,flu
2023-07-18,just exhausted nausea omg just whatever text congestn sneeezing nothing,flu
2023-08-18,chills tired af nothing idk bruh tired af,flu
2023-06-01,nothing maybe idk anymore idk party meeting,non-flu
2023-10-17,idk so just nausea whatever just exhausted random text,flu
2023-11-28,bruh just just bruh study grind maybe random mood swings is this flu? 💯 lol tired,non-flu
2023-11-20,so ugh feeling bad omg maybe allergies maybe? random maybe idk,flu
2023-01-03,lol tired workout so maybe random text maybe just,non-flu
2023-08-20,just maybe tired af idk not sure if it's flu nausea lol,flu
2023-11-13,nothing omg ugh feeling bad just exhausted,flu
2023-04-28,maybe sore throat omg overthinking text idk just exhausted lol congestn sickkk,flu
2023-08-08,ugh feeling bad just nothing congestn so allergies maybe? random,flu
2023-09-10,😷 😷 seriously tired af random,flu
2023-06-14,💯 maybe omg coffee time lol,non-flu
2023-11-29,nothing 😷 lol just maybe bruh bruh fatigue,flu
2023-04-24,just maybe 😷 omg cough,flu
2023-01-02,so maybe sneeezing omg seriously sickkk allergies maybe? random,flu
2023-02-04,just grind mode just mood swings seriously seriously lol just chilling idk anymore,non-flu
2023-05-21,just exhausted meh maybe fever text fatigue nausea idk omg,flu
2023-07-31,bruh omg brunch whatever bruh maybe travel,non-flu
2023-01-02,idk random text omg runny nose not sure if it's flu idk,flu
2023-02-27,tired af idk so runny nose omg sore throat congestn,flu
2023-09-17,whatever omg meeting so seriously seriously meeting random,non-flu
2023-06-04,text bruh vacation lol brunch lol tired omg study grind maybe,non-flu
2023-04-15,vacation idk anymore bruh bruh just chilling just idk anymore brunch omg,non-flu
2023-03-30,ugh feeling bad omg just lol chills sore throat just overthinking just,flu
2023-10-24,netflix binge bruh lol tired seriously,non-flu
2023-11-04,idk anymore just nothing stressed but not sick lol tired stressed but not sick study grind bruh random random bruh,non-flu
2023-12-05,travel meeting mood swings so is this flu? mood swings random,non-flu
2023-08-13,congestn ugh feeling bad omg not sure if it's flu seriously,flu
2023-01-20,is this flu? whatever whatever just seriously party brunch is this flu? nothing lol,non-flu
2023-07-06,🔥 meeting idk birthday netflix binge just 💯 text,non-flu
2023-10-05,random just brunch lol tired birthday party,non-flu
2023-03-17,text 💯 is this flu? seriously seriously,non-flu
2023-06-03,lol tired lol so lol travel netflix binge is this flu? maybe,non-flu
2023-01-04,stressed but not sick idk coffee time lol tired text omg,non-flu
2023-01-29,idk workout workout just chilling mood swings nothing seriously grind mode,non-flu
2023-08-01,idk sickkk maybe bruh seriously sore throat bruh not sure if it's flu ugh feeling bad,flu
2023-10-21,party omg grind mode idk just chilling meeting mood swings whatever,non-flu
2023-09-26,bruh text nausea tired af seriously,flu
2023-02-02,maybe lol congestn nothing so whatever whatever not sure if it's flu,flu
2023-02-22,lol mood swings text omg coffee time party so lol tired random nothing,non-flu
2023-05-13,whatever party coffee time seriously maybe whatever,non-flu
2023-12-02,nothing coffee time maybe 🔥 💯 lol 🔥 is this flu? so,non-flu
2023-04-09,bruh cough runny nose whatever maybe bruh idk,flu
2023-05-02,birthday study grind is this flu? 💯 seriously nothing mood swings lol text,non-flu
2023-02-16,runny nose whatever just exhausted random nothing just exhausted just exhausted text fatigue,flu
2023-03-25,allergies maybe? sickkk body ache omg omg,flu
2023-05-26,random allergies maybe? sneeezing just cough chills chills maybe,flu
2023-08-17,nausea bruh random seriously headache runny nose lol,flu
2023-08-17,idk text study grind workout just chilling,non-flu
2023-03-27,bruh sore throat whatever runny nose idk random just fatigue text,flu
2023-08-25,ugh feeling bad just idk maybe whatever cough fever ugh feeling bad so,flu
2023-01-06,idk fever ugh feeling bad chills just exhausted cough bruh just so text idk,flu
2023-02-27,nothing runny nose idk maybe whatever body ache fatigue bruh just exhausted,flu
2023-05-15,nothing seriously netflix binge seriously lol so text workout,non-flu
2023-12-21,whatever text overthinking seriously random maybe so sickkk,flu
2023-10-14,coffee time omg maybe travel maybe study grind birthday whatever whatever,non-flu
2023-11-25,allergies maybe? idk maybe maybe runny nose meh text whatever lol,flu
2023-02-19,bruh birthday lol tired so just vacation lol lol maybe,non-flu
2023-01-16,so study grind so random brunch just chilling idk birthday nothing just mood swings,non-flu
2023-02-07,random sneeezing tired af overthinking sore throat just headache,flu
2023-11-11,seriously maybe birthday nothing maybe so lol party brunch,non-flu
2023-05-26,omg meeting random is this flu? mood swings random,non-flu
2023-10-19,just exhausted not sure if it's flu nothing tired af idk lol idk so sneeezing fever,flu
2023-03-21,maybe so overthinking overthinking allergies maybe? so seriously headache tired af bruh maybe,flu
2023-05-13,whatever omg fever sickkk bruh not sure if it's flu sore throat nausea,flu
2023-07-14,study grind maybe idk bruh bruh so brunch stressed but not sick,non-flu
2023-12-28,whatever stressed but not sick coffee time idk party lol brunch just,non-flu
2023-05-30,sickkk maybe whatever seriously seriously allergies maybe? bruh sore throat congestn text overthinking,flu
2023-11-27,just so lol tired coffee time text vacation sleep deprived,non-flu
2023-04-03,😷 sickkk seriously omg ugh feeling bad seriously,flu
2023-07-06,💯 netflix binge random idk sleep deprived omg,non-flu
2023-05-07,fever so whatever lol meh cough whatever tired af cough just,flu
2023-11-29,🔥 maybe bruh just chilling just chilling mood swings just,non-flu
2023-01-29,omg travel seriously just nothing workout idk anymore whatever seriously party,non-flu
2023-01-24,text whatever stressed but not sick maybe maybe just chilling,non-flu
2023-09-13,fatigue not sure if it's flu cough idk bruh lol whatever whatever,flu
2023-12-12,omg idk just chilling just chilling maybe,non-flu
2023-12-21,lol tired travel seriously seriously 🔥 bruh study grind,non-flu
2023-08-09,random maybe just chilling workout study grind stressed but not sick seriously,non-flu
2023-07-22,travel party maybe whatever mood swings omg stressed but not sick so nothing,non-flu
2023-09-07,nausea cough congestn body ache runny nose nothing omg,flu
2023-05-06,lol lol tired study grind nothing bruh sleep deprived so idk,non-flu
2023-08-04,headache 😷 nothing random whatever text bruh,flu
2023-11-08,fever bruh so cough not sure if it's flu allergies maybe? chills maybe,flu
2023-08-15,fever tired af meh so text overthinking idk whatever body ache,flu
2023-03-03,chills whatever chills body ache text seriously lol nausea seriously,flu
2023-05-20,sore throat body ache maybe allergies maybe? just exhausted 😷 idk so,flu
2023-09-19,just sneeezing omg lol omg sickkk maybe overthinking whatever fever,flu
2023-11-21,brunch maybe meeting so meeting,non-flu
2023-02-04,whatever random maybe not sure if it's flu lol nausea,flu
2023-08-19,text just exhausted overthinking nothing meh headache congestn,flu
2023-02-13,nothing not sure if it's flu ugh feeling bad nothing,flu
2023-10-23,workout random random netflix binge study grind brunch vacation lol,non-flu
2023-10-25,lol stressed but not sick random just chilling maybe bruh just chilling,non-flu
2023-03-29,study grind whatever netflix binge random lol,non-flu
2023-03-10,sneeezing fatigue headache cough random 😷 nothing,flu
2023-08-06,so nothing nausea overthinking chills text whatever ugh feeling bad maybe just,flu
2023-06-08,nausea bruh idk nothing cough cough 😷,flu
2023-04-30,chills congestn nothing nothing headache headache so just allergies maybe? text,flu
2023-07-18,text meeting just is this flu? birthday study grind random text meeting,non-flu
2023-04-05,omg meh idk not sure if it's flu not sure if it's flu fever nausea lol random,flu
2023-05-24,overthinking sneeezing ugh feeling bad maybe bruh body ache meh lol,flu
2023-04-22,text maybe birthday is this flu? idk omg study grind seriously vacation lol,non-flu
2023-11-23,mood swings seriously 🔥 lol tired just chilling nothing bruh,non-flu
2023-11-25,omg study grind nothing lol tired seriously idk anymore,non-flu
2023-02-12,netflix binge bruh grind mode vacation so birthday seriously idk maybe so,non-flu
2023-05-01,idk vacation lol lol bruh brunch idk anymore maybe mood swings,non-flu
2023-02-16,workout random so seriously brunch travel omg,non-flu
2023-06-06,nothing just random whatever netflix binge party seriously,non-flu
2023-10-22,lol so random vacation idk is this flu? meeting just seriously,non-flu
2023-08-05,chills whatever just exhausted overthinking maybe,flu
2023-07-27,coffee time workout idk nothing meeting mood swings travel nothing,non-flu
2023-03-14,cough fever allergies maybe? text seriously text lol headache random,flu
2023-09-28,text is this flu? just chilling seriously,non-flu
2023-10-05,seriously travel grind mode random,non-flu
2023-01-01,random idk party vacation workout,non-flu
2023-08-23,chills maybe omg allergies maybe? idk congestn,flu
2023-07-21,maybe meh chills maybe meh maybe,flu
2023-01-11,sleep deprived random party just mood swings idk anymore lol tired,non-flu
2023-11-14,meeting just idk idk nothing just 💯 travel,non-flu
2023-07-06,headache 😷 whatever so omg lol whatever,flu
2023-12-15,seriously not sure if it's flu seriously runny nose allergies maybe? body ache,flu
2023-12-22,maybe bruh 💯 💯 study grind idk,non-flu
2023-06-23,random chills just just nothing cough random random just exhausted,flu
2023-01-26,birthday netflix binge seriously just maybe just text,non-flu
2023-05-08,travel seriously seriously lol tired 💯 birthday so coffee time idk just,non-flu
2023-04-03,sneeezing omg allergies maybe? text text sore throat body ache,flu
2023-06-13,text seriously ugh feeling bad so meh nothing,flu
2023-06-30,just exhausted random just whatever lol not sure if it's flu,flu
2023-04-26,lol vacation seriously is this flu? whatever 💯 study grind travel random,non-flu
2023-09-24,grind mode just is this flu? whatever vacation,non-flu
2023-06-17,brunch nothing 🔥 so vacation party just chilling,non-flu
2023-02-18,nothing so brunch vacation lol idk anymore lol tired birthday,non-flu
2023-10-04,random so body ache bruh congestn lol,flu
2023-02-15,maybe meh ugh feeling bad idk meh ugh feeling bad lol,flu
2023-05-31,so just whatever grind mode omg so brunch travel bruh,non-flu
2023-08-15,brunch so random birthday omg,non-flu
2023-11-13,maybe bruh nothing nothing random meeting nothing coffee time brunch,non-flu
2023-04-11,travel idk 💯 text lol bruh maybe stressed but not sick,non-flu
2023-05-03,just chilling whatever whatever idk anymore bruh idk anymore just idk,non-flu
2023-05-22,lol just exhausted not sure if it's flu seriously so seriously sneeezing seriously so sneeezing,flu
2023-02-06,just exhausted whatever text seriously sore throat so,flu
2023-10-15,seriously nothing travel vacation coffee time omg,non-flu
2023-04-09,so text workout bruh maybe netflix binge maybe sleep deprived,non-flu
2023-05-26,just so bruh cough meh maybe body ache,flu
2023-11-20,lol tired af seriously congestn headache nausea just,flu
2023-07-17,party seriously mood swings idk anymore mood swings lol,non-flu
2023-01-27,random not sure if it's flu text lol meh overthinking allergies maybe? just exhausted,flu
2023-03-23,text random idk just ugh feeling bad nausea,flu
2023-06-05,idk tired af fatigue chills fever random bruh,flu
2023-09-12,chills not sure if it's flu just whatever bruh text tired af body ache allergies maybe? maybe,flu
2023-01-01,so netflix binge so maybe brunch workout sleep deprived,non-flu
2023-07-22,mood swings maybe idk brunch grind mode vacation,non-flu
2023-12-12,idk workout bruh lol text nothing so stressed but not sick,non-flu
2023-03-06,just chilling so birthday just,non-flu
2023-05-16,congestn random 😷 text bruh ugh feeling bad sneeezing,flu
2023-01-09,fever bruh just sickkk idk meh bruh bruh bruh,flu
2023-04-16,whatever bruh idk sore throat just exhausted so text 😷 lol nausea sickkk,flu
2023-04-25,maybe bruh lol grind mode seriously lol tired 💯,non-flu
2023-01-16,🔥 sleep deprived nothing nothing vacation 🔥,non-flu
2023-07-18,stressed but not sick whatever bruh idk stressed but not sick nothing mood swings,non-flu
2023-06-20,seriously 😷 maybe nothing text seriously chills overthinking lol,flu
2023-12-21,meh lol maybe sickkk allergies maybe? whatever congestn tired af,flu
2023-03-09,idk anymore is this flu? lol idk omg text stressed but not sick netflix binge,non-flu
2023-05-30,travel travel idk 💯 idk vacation,non-flu
2023-12-25,study grind lol tired netflix binge bruh 💯 lol tired text omg,non-flu
2023-04-24,omg just whatever party 🔥 seriously nothing sleep deprived idk,non-flu
2023-06-18,vacation sleep deprived idk whatever grind mode travel whatever study grind bruh,non-flu
2023-03-31,maybe just exhausted nausea headache just allergies maybe? headache,flu
2023-03-22,text tired af whatever not sure if it's flu lol,flu
2023-07-22,just lol nausea chills random bruh not sure if it's flu bruh nausea tired af,flu
2023-08-13,lol text sickkk tired af allergies maybe? meh,flu
